warehouse_id,warehouse_name,city,state,warehouse_type,capacity,internal_note
8203,WH-08203,Boston,Massachusetts,Cross Dock,34779,INT-XGSPP90
8204,WH-08204,Phoenix,Arizona,Fulfillment Center,51041,INT-AFI5BRZ
8205,WH-08205,Charlotte,North Carolina,Distribution Center,94543,INT-V095QJP
8206,WH-08206,Los Angeles,California,Fulfillment Center,18589,INT-G75Q2J8
8207,WH-08207,Atlanta,Georgia,Fulfillment Center,68032,INT-LZYJODM
8208,WH-08208,Portland,Oregon,Regional DC,86576,INT-10VW6IM
8209,WH-08209,Dallas,Texas,Distribution Center,90258,INT-IWL6RJS
8210,WH-08210,Los Angeles,California,Distribution Center,85579,INT-PFMOHYQ
8211,WH-08211,Atlanta,Georgia,Fulfillment Center,24175,INT-U0L0LS7
8212,WH-08212,New York,New York,Regional DC,21383,INT-4CLXFOF
8213,WH-08213,Miami,Florida,Cross Dock,90157,INT-ZDDXCFP
8214,WH-08214,Atlanta,Georgia,Cross Dock,45694,INT-CSEF1ST
8215,WH-08215,Los Angeles,California,Fulfillment Center,21401,INT-HENQAX8
8216,WH-08216,Austin,Texas,Regional DC,69188,INT-7QDUZQA
8217,WH-08217,Charlotte,North Carolina,Regional DC,78337,INT-MRBZKKN
8218,WH-08218,Miami,Florida,Cross Dock,97462,INT-AREI84L
8219,WH-08219,Austin,Texas,Regional DC,19303,INT-W9YD17M
8220,WH-08220,Boston,Massachusetts,Regional DC,42102,INT-XRVS565
8221,WH-08221,Denver,Colorado,Fulfillment Center,19477,INT-04C699W
8222,WH-08222,Atlanta,Georgia,Cross Dock,69458,INT-06PT45Q
8223,WH-08223,Phoenix,Arizona,Regional DC,55254,INT-QU2UHXB
8224,WH-08224,Charlotte,North Carolina,Fulfillment Center,42806,INT-71MDIL5
8225,WH-08225,Portland,Oregon,Regional DC,15594,INT-5JYJSOG
8226,WH-08226,Atlanta,Georgia,Fulfillment Center,48106,INT-N17PYHI
8227,WH-08227,Chicago,Illinois,Regional DC,87920,INT-WQ32HG6
8228,WH-08228,Los Angeles,California,Cross Dock,61114,INT-T4ZDZ93
8229,WH-08229,New York,New York,Fulfillment Center,64800,INT-L81PHV6
8230,WH-08230,Houston,Texas,Cross Dock,98773,INT-6J79Y8I
8231,WH-08231,New York,New York,Cross Dock,87616,INT-CRGZFWB
8232,WH-08232,Detroit,Michigan,Distribution Center,22719,INT-JIO7MRR
8233,WH-08233,Charlotte,North Carolina,Cross Dock,19283,INT-SZDUM36
8234,WH-08234,Miami,Florida,Regional DC,47529,INT-H35VQS5
8235,WH-08235,Miami,Florida,Fulfillment Center,49107,INT-NMWPF27
8236,WH-08236,Miami,Florida,Cross Dock,9215,INT-N5Y64JU
8237,WH-08237,Dallas,Texas,Fulfillment Center,24190,INT-FP4UB4I
8238,WH-08238,Chicago,Illinois,Regional DC,10036,INT-QUWCN61
8239,WH-08239,Phoenix,Arizona,Distribution Center,18743,INT-1YRQR0L
8240,WH-08240,Dallas,Texas,Distribution Center,25526,INT-KRXBE6W
8241,WH-08241,Dallas,Texas,Regional DC,96347,INT-RQCYHJ1
8242,WH-08242,Phoenix,Arizona,Distribution Center,95820,INT-W03XXB9
8243,WH-08243,Chicago,Illinois,Fulfillment Center,82877,INT-WRYIK7F
8244,WH-08244,Chicago,Illinois,Distribution Center,58260,INT-FQZHO8T
8245,WH-08245,Atlanta,Georgia,Cross Dock,5623,INT-W66QEAG
8246,WH-08246,Atlanta,Georgia,Distribution Center,64748,INT-1YY2GEK
8247,WH-08247,Detroit,Michigan,Fulfillment Center,49416,INT-RSE1FSN
8248,WH-08248,New York,New York,Cross Dock,67237,INT-3I6UWL0
8249,WH-08249,Chicago,Illinois,Distribution Center,61434,INT-KYRWR5I
8250,WH-08250,Chicago,Illinois,Regional DC,46221,INT-UGVIHSQ
8251,WH-08251,Los Angeles,California,Distribution Center,42436,INT-SYHCOXU
8252,WH-08252,Seattle,Washington,Cross Dock,87781,INT-GPXYUX3
8253,WH-08253,New York,New York,Distribution Center,76433,INT-XQDFW2P
8254,WH-08254,New York,New York,Regional DC,85729,INT-NRNXD0C
8255,WH-08255,Boston,Massachusetts,Fulfillment Center,42285,INT-NSF757J
8256,WH-08256,Austin,Texas,Distribution Center,41915,INT-IUZMXKZ
8257,WH-08257,Seattle,Washington,Distribution Center,90125,INT-9UDFPJE
8258,WH-08258,New York,New York,Fulfillment Center,58433,INT-4NTRUW3
8259,WH-08259,Phoenix,Arizona,Fulfillment Center,10231,INT-ZWK2XMI
8260,WH-08260,Boston,Massachusetts,Regional DC,94073,INT-8HKXLKB
8261,WH-08261,Phoenix,Arizona,Distribution Center,29085,INT-YWZL3PN
8262,WH-08262,Charlotte,North Carolina,Distribution Center,76288,INT-U7L4ADU
8263,WH-08263,Portland,Oregon,Cross Dock,16310,INT-APCPAJA
8264,WH-08264,Phoenix,Arizona,Cross Dock,52276,INT-UZ2FQGC
8265,WH-08265,Atlanta,Georgia,Cross Dock,54868,INT-I5YU8PZ
8266,WH-08266,Atlanta,Georgia,Distribution Center,91274,INT-L2JEXIN
8267,WH-08267,Phoenix,Arizona,Regional DC,86009,INT-G3F8K1S
8268,WH-08268,Atlanta,Georgia,Fulfillment Center,8869,INT-AT0P12O
8269,WH-08269,Detroit,Michigan,Regional DC,44634,INT-XYG7W59
8270,WH-08270,Dallas,Texas,Fulfillment Center,87983,INT-2S3EJYW
8271,WH-08271,Boston,Massachusetts,Cross Dock,47972,INT-L6IYM4R
8272,WH-08272,Chicago,Illinois,Fulfillment Center,48316,INT-8K052W9
8273,WH-08273,Denver,Colorado,Distribution Center,45024,INT-FOPRV4I
8274,WH-08274,Dallas,Texas,Distribution Center,30285,INT-9O5AKQR
8275,WH-08275,Boston,Massachusetts,Fulfillment Center,29173,INT-2798SGB
8276,WH-08276,,Unknown,Cross Dock,85492,INT-DNHTIDP
8277,WH-08277,Houston,Texas,Cross Dock,41366,INT-R6WTIA7
8278,WH-08278,Charlotte,North Carolina,Fulfillment Center,96337,INT-0I4UGG4
8279,WH-08279,Boston,Massachusetts,Regional DC,89872,INT-IFELIEZ
8280,WH-08280,New York,New York,Cross Dock,11301,INT-4GD34Z6
8281,WH-08281,Atlanta,Georgia,Cross Dock,93009,INT-9IK3FM6
8282,WH-08282,Los Angeles,California,Regional DC,44818,INT-IXPE7QV
8283,WH-08283,Dallas,Texas,Cross Dock,89499,INT-AE36YO1
8284,WH-08284,Charlotte,North Carolina,Fulfillment Center,88464,INT-E9OOB05
8285,WH-08285,Portland,Oregon,Fulfillment Center,43876,INT-FQZ1NMY
8286,WH-08286,Dallas,Texas,Regional DC,45323,INT-7K3RGCP
8287,WH-08287,,Unknown,Regional DC,82074,INT-TOVB9N0
8288,WH-08288,Seattle,Washington,Distribution Center,14830,INT-MXOEXUF
8289,WH-08289,Miami,Florida,Fulfillment Center,87763,INT-RQ761RY
8290,WH-08290,Miami,Florida,Fulfillment Center,64732,INT-3QFRQXM
8291,WH-08291,New York,New York,Cross Dock,76358,INT-338UY7D
8292,WH-08292,Denver,Colorado,Fulfillment Center,93860,INT-KE5BBK0
8293,WH-08293,Charlotte,North Carolina,Distribution Center,5049,INT-QPKJ701
8294,WH-08294,Boston,Massachusetts,Distribution Center,95858,INT-B9C5DBV
8295,WH-08295,Austin,Texas,Distribution Center,76522,INT-VF65BUX
8296,WH-08296,Charlotte,North Carolina,Fulfillment Center,83862,INT-63WJB24
8297,WH-08297,Los Angeles,California,Fulfillment Center,8054,INT-RHTFXZP
8298,WH-08298,Portland,Oregon,Fulfillment Center,78822,INT-BCZLYW4
8299,WH-08299,Denver,Colorado,Regional DC,97343,INT-1C5Q2RR
8300,WH-08300,Chicago,Illinois,Distribution Center,10376,INT-EGEXT3D
8301,WH-08301,Denver,Colorado,Distribution Center,30149,INT-FYEYBKD
8302,WH-08302,Denver,Colorado,Regional DC,59056,INT-54POJ1H
8303,WH-08303,Seattle,Washington,Fulfillment Center,11528,INT-V3IKU52
8304,WH-08304,Seattle,Washington,Fulfillment Center,37194,INT-WOG4AM1
8305,WH-08305,Denver,Colorado,Fulfillment Center,34315,INT-TQFIEZZ
8306,WH-08306,Charlotte,North Carolina,Regional DC,78062,INT-NRHCA6A
8307,WH-08307,Detroit,Michigan,Distribution Center,79801,INT-RFXU2RL
8308,WH-08308,Los Angeles,California,Fulfillment Center,92673,INT-RNZS9ML
8309,WH-08309,Portland,Oregon,Regional DC,24850,INT-N8L9LHI
8310,WH-08310,Portland,Oregon,Fulfillment Center,19037,INT-TK87VA0
8311,WH-08311,Seattle,Washington,Cross Dock,65904,INT-B90NAZ8
8312,WH-08312,Seattle,Washington,Distribution Center,85133,INT-PDK0GO8
8313,WH-08313,Miami,Florida,Distribution Center,27390,INT-90HZI6Z
8314,WH-08314,Denver,Colorado,Regional DC,21836,INT-3C0FWUF
8315,WH-08315,Atlanta,Georgia,Cross Dock,30613,INT-ST98V3S
8316,WH-08316,Portland,Oregon,Distribution Center,19093,INT-8Q6WGG8
8317,WH-08317,Phoenix,Arizona,Cross Dock,94719,INT-55RPMAU
8318,WH-08318,Phoenix,Arizona,Fulfillment Center,41742,INT-0ALWM1G
8319,WH-08319,Houston,Texas,Cross Dock,76184,INT-ZQ1RY5A
8320,WH-08320,Portland,Oregon,Regional DC,41081,INT-2HVX8SI
8321,WH-08321,Miami,Florida,Cross Dock,71146,INT-VQ9J6Y3
8322,WH-08322,New York,New York,Cross Dock,73457,INT-3UXLEZB
8323,WH-08323,Denver,Colorado,Distribution Center,9635,INT-CVLEMWS
8324,WH-08324,Austin,Texas,Fulfillment Center,33742,INT-1KRLMXF
8325,WH-08325,Atlanta,Georgia,Regional DC,46264,INT-8RI68YQ
8326,WH-08326,Atlanta,Georgia,Regional DC,85911,INT-69A6C1O
8327,WH-08327,New york,Unknown,Cross Dock,68337,INT-R9NQ3AJ
8328,WH-08328,Los Angeles,California,Cross Dock,73562,INT-MLJRR8U
8329,WH-08329,Portland,Oregon,Regional DC,59509,INT-LT1CM8H
8330,WH-08330,Detroit,Michigan,Cross Dock,93011,INT-7QCUCUT
8331,WH-08331,Boston,Massachusetts,Fulfillment Center,12414,INT-IL233R1
8332,WH-08332,Charlotte,North Carolina,Fulfillment Center,73288,INT-OUOTTPT
8333,WH-08333,Detroit,Michigan,Distribution Center,47598,INT-3IXBYNB
8334,WH-08334,Houston,Texas,Fulfillment Center,71034,INT-OEX3ORB
8335,WH-08335,Los Angeles,California,Fulfillment Center,83947,INT-UZR8JD7
8336,WH-08336,Phoenix,Arizona,Cross Dock,73973,INT-Q8ZMLH0
8337,WH-08337,Portland,Oregon,Fulfillment Center,5,INT-FNYF2ZN
8338,WH-08338,Chicago,Illinois,Cross Dock,52816,INT-8V1Z818
8339,WH-08339,Denver,Colorado,Fulfillment Center,55630,INT-8BBO0TD
8340,WH-08340,Houston,Texas,Distribution Center,82783,INT-CIRZZ0B
8341,WH-08341,Charlotte,North Carolina,Distribution Center,83559,INT-S4BWM02
8342,WH-08342,Charlotte,North Carolina,Fulfillment Center,28395,INT-XR3A25C
8343,WH-08343,Phoenix,Arizona,Regional DC,55273,INT-MP0L8RI
8344,WH-08344,Houston,Texas,Distribution Center,25202,INT-PW6JLUX
8345,WH-08345,,Unknown,Cross Dock,28867,INT-KBVFKD3
8346,WH-08346,Denver,Colorado,Regional DC,6753,INT-G1R41Z0
8347,WH-08347,Chicago,Illinois,Distribution Center,80743,INT-CYC9BOK
8348,WH-08348,Detroit,Michigan,Cross Dock,30811,INT-D6R43I1
8349,WH-08349,Charlotte,North Carolina,Distribution Center,58912,INT-2G7ZB3C
8350,WH-08350,Charlotte,North Carolina,Cross Dock,37414,INT-8RA0QS7
8351,WH-08351,Denver,Colorado,Distribution Center,99920,INT-QDJG52C
8352,WH-08352,Detroit,Michigan,Fulfillment Center,90864,INT-TOWJ7N0
8353,WH-08353,Chicago,Illinois,Cross Dock,76681,INT-KJG1ACV
8354,WH-08354,Miami,Florida,Fulfillment Center,61682,INT-POQY6OK
8355,WH-08355,Dallas,Texas,Fulfillment Center,30882,INT-79K91D7
8356,WH-08356,Denver,Colorado,Fulfillment Center,57893,INT-PA21EDI
8357,WH-08357,Denver,Colorado,Fulfillment Center,8834,INT-6QVNII6
8358,WH-08358,Boston,Massachusetts,Fulfillment Center,63838,INT-P026END
8359,WH-08359,Atlanta,Georgia,Distribution Center,10291,INT-AUFGR02
8360,WH-08360,Los Angeles,California,Fulfillment Center,22304,INT-BECHXDN
8361,WH-08361,Dallas,Texas,Distribution Center,51275,INT-8Y6HWRG
8362,WH-08362,Austin,Texas,Fulfillment Center,13753,INT-465K53T
8363,WH-08363,Dallas,Texas,Distribution Center,69838,INT-0CIUOAE
8364,WH-08364,Portland,Oregon,Fulfillment Center,15344,INT-3WUP1L5
8365,WH-08365,New York,New York,Distribution Center,8739,INT-UCH5B1F
8366,WH-08366,Chicago,Illinois,Distribution Center,89580,INT-5AGTWH7
8367,WH-08367,Austin,Texas,Fulfillment Center,18404,INT-EE05N9P
8368,WH-08368,Houston,Texas,Regional DC,65489,INT-T603UA8
8369,WH-08369,Denver,Colorado,Regional DC,58693,INT-0F4KZMK
8370,WH-08370,Austin,Texas,Regional DC,51831,INT-XGS0KG4
8371,WH-08371,Charlotte,North Carolina,Fulfillment Center,9999999,INT-JW3S3T2
8372,WH-08372,New York,New York,Regional DC,56414,INT-GYIWV4M
8373,WH-08373,Los Angeles,California,Fulfillment Center,31500,INT-7PTQO8V
8374,WH-08374,Chicago,Illinois,Cross Dock,79814,INT-8RX0D8F
8375,WH-08375,Boston,Massachusetts,Distribution Center,24703,INT-2TZIRNF
8376,WH-08376,Houston,Texas,Distribution Center,51319,INT-X0GCURN
8377,WH-08377,Houston,Texas,Cross Dock,98391,INT-CXWEQJ4
8378,WH-08378,Phoenix,Arizona,Cross Dock,88368,INT-PQP7S5Z
8379,WH-08379,Detroit,Michigan,Regional DC,93285,INT-05TRJPZ
8380,WH-08380,Houston,Texas,Cross Dock,37732,INT-APSH8EP
8381,WH-08381,Houston,Texas,Distribution Center,37473,INT-3U3PE8B
8382,WH-08382,Charlotte,North Carolina,Distribution Center,54575,INT-96ZSR9U
8383,WH-08383,Atlanta,Georgia,Cross Dock,55866,INT-O0G0ICB
8384,WH-08384,Houston,Texas,Distribution Center,43003,INT-VKTRRAH
8385,WH-08385,Miami,Florida,Cross Dock,11658,INT-VJX78AZ
8386,WH-08386,Austin,Texas,Regional DC,35413,INT-W4OOLEQ
8387,WH-08387,Phoenix,Arizona,Cross Dock,96478,INT-FJM5O4T
8388,WH-08388,Portland,Oregon,Cross Dock,78603,INT-ZDU2LJD
8389,WH-08389,Boston,Massachusetts,Regional DC,64737,INT-K24PB03
8390,WH-08390,Austin,Texas,Fulfillment Center,97966,INT-SGS4YST
8391,WH-08391,Detroit,Michigan,Regional DC,71011,INT-NIDBQ00
8392,WH-08392,Portland,Oregon,Regional DC,77937,INT-121XVMT
8393,WH-08393,New York,New York,Distribution Center,80856,INT-GME1ALM
8394,WH-08394,Portland,Oregon,Distribution Center,62857,INT-QTNRBG5
8395,WH-08395,Seattle,Washington,Distribution Center,27051,INT-AIMT5UB
8396,WH-08396,Detroit,Michigan,Fulfillment Center,29406,INT-ZKMIOPW
8397,WH-08397,New York,New York,Distribution Center,86914,INT-366LHIA
8398,WH-08398,Miami,Florida,Fulfillment Center,75126,INT-A266D61
8399,WH-08399,Houston,Texas,Distribution Center,41482,INT-Y41RO4Z
8400,WH-08400,Detroit,Michigan,Cross Dock,30334,INT-111AF5P
8401,WH-08401,Charlotte,North Carolina,Distribution Center,6363,INT-G1MLUCA
8402,WH-08402,Seattle,Washington,Cross Dock,93004,INT-V4RPCY8
8403,WH-08403,Detroit,Michigan,Regional DC,12029,INT-MTTXNO2
8404,WH-08404,Charlotte,North Carolina,Cross Dock,25411,INT-SJA4S4X
8405,WH-08405,Houston,Texas,Regional DC,82878,INT-7VK8WAZ
8406,WH-08406,Atlanta,Georgia,Regional DC,94160,INT-0SJKKIK
8407,WH-08407,Miami,Florida,Distribution Center,24513,INT-0XVHY7Z
8408,WH-08408,Denver,Colorado,Distribution Center,36877,INT-FXYR8YJ
8409,WH-08409,Chicago,Illinois,Regional DC,74101,INT-IXIFJG6
8410,WH-08410,Chicago,Illinois,Distribution Center,86638,INT-B3T87MQ
8411,WH-08411,Phoenix,Arizona,Distribution Center,51335,INT-24U7TK7
8412,WH-08412,Seattle,Washington,Regional DC,67220,INT-U1QHAJU
8413,WH-08413,Portland,Oregon,Fulfillment Center,39831,INT-LSNCXZC
8414,WH-08414,Atlanta,Georgia,Fulfillment Center,82040,INT-IQQFQYW
8415,WH-08415,Charlotte,North Carolina,Distribution Center,55914,INT-GZOTYRM
8416,WH-08416,Chicago,Illinois,Distribution Center,29632,INT-XVEF036
8417,WH-08417,New York,New York,Regional DC,62311,INT-OSPGJIJ
8418,WH-08418,Atlanta,Georgia,Fulfillment Center,65410,INT-OZFBFLN
8419,WH-08419,Miami,Florida,Fulfillment Center,37465,INT-A2FYJ90
8420,WH-08420,Portland,Oregon,Distribution Center,11665,INT-B3ESKVB
8421,WH-08421,Chicago,Illinois,Fulfillment Center,64295,INT-X4QLA2H
8422,WH-08422,Dallas,Texas,Fulfillment Center,93779,INT-4BE6OB4
8423,WH-08423,Charlotte,North Carolina,Cross Dock,16303,INT-YMYKIDQ
8424,WH-08424,Atlanta,Georgia,Regional DC,6438,INT-MZV6EFD
8425,WH-08425,Detroit,Michigan,Fulfillment Center,86050,INT-KAEJ9C9
8426,WH-08426,Denver,Colorado,Fulfillment Center,14883,INT-NBWUX1J
8427,WH-08427,Charlotte,North Carolina,Regional DC,42672,INT-TX6A0EQ
8428,WH-08428,Miami,Florida,Fulfillment Center,52133,INT-MFWH7D3
8429,WH-08429,Austin,Texas,Distribution Center,40032,INT-9D162H6
8430,WH-08430,Portland,Oregon,Distribution Center,20445,INT-I4NTQED
8431,WH-08431,Seattle,Washington,Regional DC,52173,INT-H5S69H5
8432,WH-08432,Detroit,Michigan,Regional DC,87425,INT-QI0IBSA
8433,WH-08433,New York,New York,Fulfillment Center,68645,INT-L8SXTYL
8434,WH-08434,Chicago,Illinois,Cross Dock,96934,INT-I2PZRMI
8435,WH-08435,Detroit,Michigan,Cross Dock,57992,INT-6T2QMCC
8436,WH-08436,Charlotte,North Carolina,Fulfillment Center,97840,INT-AE2ATQP
8437,WH-08437,New York,New York,Fulfillment Center,86913,INT-1IFO1AB
8438,WH-08438,New York,New York,Cross Dock,48081,INT-0XCADKZ
8439,WH-08439,Phoenix,Arizona,Distribution Center,20061,INT-EMV67D9
8440,WH-08440,Detroit,Michigan,Regional DC,46104,INT-M4NA5U7
8441,WH-08441,Detroit,Michigan,Distribution Center,89991,INT-8JSDANC
8442,WH-08442,Phoenix,Arizona,Distribution Center,22613,INT-X4ZXKK9
8443,WH-08443,Dallas,Texas,Distribution Center,76667,INT-M8X67ID
8444,WH-08444,Austin,Texas,Cross Dock,60364,INT-FTX83GV
8445,WH-08445,Houston,Texas,Fulfillment Center,12729,INT-MCXT76T
8446,WH-08446,Portland,Oregon,Fulfillment Center,47408,INT-TK6EIFR
8447,WH-08447,Portland,Oregon,Fulfillment Center,9999999,INT-CCOLJKI
8448,WH-08448,Los Angeles,California,Regional DC,36673,INT-M007883
8449,WH-08449,Miami,Florida,Distribution Center,87018,INT-NKQGXNV
8450,WH-08450,Atlanta,Georgia,Fulfillment Center,19743,INT-KRPZ7LZ
8451,WH-08451,New York,New York,Regional DC,47558,INT-5PRC39Q
8452,WH-08452,Austin,Texas,Fulfillment Center,12949,INT-8S6K594
8453,WH-08453,Portland,Oregon,Distribution Center,89740,INT-T64G8VX
8454,WH-08454,Detroit,Michigan,Regional DC,53089,INT-YATMFMV
8455,WH-08455,Detroit,Michigan,Regional DC,97521,INT-W4ILR37
8456,WH-08456,Denver,Colorado,Distribution Center,18407,INT-UAMH5JS
8457,WH-08457,Dallas,Texas,Distribution Center,18128,INT-6B3IRP6
8458,WH-08458,Detroit,Michigan,Distribution Center,52160,INT-SU27SEE
8459,WH-08459,Portland,Oregon,Cross Dock,24745,INT-1RUQV32
8460,WH-08460,Los Angeles,California,Cross Dock,16753,INT-KHXZLML
8461,WH-08461,Boston,Massachusetts,Regional DC,19662,INT-QVRW9K8
8462,WH-08462,Austin,Texas,Fulfillment Center,5,INT-14GVFBB
8463,WH-08463,New York,New York,Distribution Center,76002,INT-U2MUUDI
8464,WH-08464,Detroit,Michigan,Distribution Center,9124,INT-F8JJKGH
8465,WH-08465,Boston,Massachusetts,Cross Dock,57866,INT-L2JBQLR
8466,WH-08466,Miami,Florida,Regional DC,88513,INT-IFMZWSH
8467,WH-08467,Detroit,Michigan,Fulfillment Center,7315,INT-ECPO4V4
8468,WH-08468,Detroit,Michigan,Regional DC,92453,INT-HBGTUPC
8469,WH-08469,Denver,Colorado,Regional DC,49660,INT-DK60D08
8470,WH-08470,Seattle,Washington,Cross Dock,12667,INT-4PV5LBB
8471,WH-08471,Chicago,Illinois,Distribution Center,72287,INT-H8J9PK8
8472,WH-08472,Portland,Oregon,Regional DC,81235,INT-BY8KWCS
8473,WH-08473,Atlanta,Georgia,Cross Dock,57097,INT-G9F4N5R
8474,WH-08474,Miami,Florida,Fulfillment Center,40431,INT-L836QCM
8475,WH-08475,Detroit,Michigan,Cross Dock,82934,INT-C305GDX
8476,WH-08476,Portland,Oregon,Cross Dock,74279,INT-3XVECZE
8477,WH-08477,Charlotte,North Carolina,Distribution Center,22283,INT-W75PJAQ
8478,WH-08478,HOUSTON,Unknown,Distribution Center,53154,INT-OFMG925
8479,WH-08479,Charlotte,North Carolina,Regional DC,37366,INT-IFV285F
8480,WH-08480,Charlotte,North Carolina,Cross Dock,65794,INT-FV1T80N
8481,WH-08481,Houston,Texas,Fulfillment Center,97674,INT-O12DTM9
8482,WH-08482,Atlanta,Georgia,Regional DC,67009,INT-QV47SGF
8483,WH-08483,Portland,Oregon,Cross Dock,11540,INT-5TNY9BD
8484,WH-08484,Charlotte,North Carolina,Regional DC,82609,INT-C8YRCG5
8485,WH-08485,Phoenix,Arizona,Regional DC,88540,INT-KBH7PMY
8486,WH-08486,Houston,Texas,Regional DC,17541,INT-Q7J5XP4
8487,WH-08487,Phoenix,Arizona,Cross Dock,91466,INT-OT60UCL
8488,WH-08488,Phoenix,Arizona,Regional DC,71268,INT-Z9RERXR
8489,WH-08489,Dallas,Texas,Regional DC,99932,INT-YJS3Q04
8490,WH-08490,Boston,Massachusetts,Regional DC,23874,INT-Y3UE26A
8491,WH-08491,Seattle,Washington,Regional DC,25728,INT-PRDGUIY
8492,WH-08492,Houston,Texas,Cross Dock,61394,INT-7MCHOCS
8493,WH-08493,Boston,Massachusetts,Distribution Center,99487,INT-9I4MY8F
8494,WH-08494,Houston,Texas,Regional DC,35367,INT-2AS2JPG
8495,WH-08495,Atlanta,Georgia,Cross Dock,18828,INT-5UH84DB
8496,WH-08496,Phoenix,Arizona,Regional DC,79294,INT-VQAIF6B
8497,WH-08497,Austin,Texas,Distribution Center,25148,INT-8QQH6V5
8498,WH-08498,Miami,Florida,Distribution Center,25536,INT-2QU3UBU
8499,WH-08499,Seattle,Washington,Fulfillment Center,72745,INT-R5IKSAC
8500,WH-08500,Miami,Florida,Regional DC,30546,INT-NS3QRG4
8501,WH-08501,Atlanta,Georgia,Distribution Center,5441,INT-NQ6DFO4
8502,WH-08502,Denver,Colorado,Fulfillment Center,47553,INT-DVBXAUC
8503,WH-08503,Houston,Texas,Regional DC,92247,INT-OH49RSN
8504,WH-08504,Dallas,Texas,Distribution Center,15367,INT-IQ79D72
8505,WH-08505,Miami,Florida,Fulfillment Center,56249,INT-87MLZSI
8506,WH-08506,Boston,Massachusetts,Regional DC,69430,INT-ESKZZ1P
8507,WH-08507,Phoenix,Arizona,Regional DC,96210,INT-DZ9R3KI
8508,WH-08508,Detroit,Michigan,Distribution Center,62896,INT-YY8UR3N
8509,WH-08509,,Unknown,Regional DC,94296,INT-Y0TSD13
8510,WH-08510,Boston,Massachusetts,Regional DC,68848,INT-FRWQHHP
8511,WH-08511,Austin,Texas,Regional DC,96850,INT-5GTCR89
8512,WH-08512,Detroit,Michigan,Fulfillment Center,76587,INT-US5W83X
8513,WH-08513,Boston,Massachusetts,Regional DC,31630,INT-CF0P92Y
8514,WH-08514,Denver,Colorado,Fulfillment Center,80984,INT-GOIIHBD
8515,WH-08515,Denver,Colorado,Cross Dock,74424,INT-SSIXCX9
8516,WH-08516,Detroit,Michigan,Regional DC,68137,INT-STIMBJM
8517,WH-08517,Phoenix,Arizona,Fulfillment Center,32198,INT-23DSVZ0
8518,WH-08518,Charlotte,North Carolina,Cross Dock,34047,INT-TPANX62
8519,WH-08519,Boston,Massachusetts,Cross Dock,53298,INT-WWIIRJ4
8520,WH-08520,Chicago,Illinois,Fulfillment Center,24870,INT-AXD1HF7
8521,WH-08521,Seattle,Washington,Fulfillment Center,71585,INT-10EETHB
8522,WH-08522,Charlotte,North Carolina,Regional DC,81583,INT-L6XQDAY
8523,WH-08523,Miami,Florida,Distribution Center,47697,INT-CEO4IPN
8524,WH-08524,Detroit,Michigan,Distribution Center,24265,INT-J2MQ57W
8525,WH-08525,Denver,Colorado,Distribution Center,96513,INT-2ZIPVXT
8526,WH-08526,Atlanta,Georgia,Distribution Center,47614,INT-5AWGUVA
8527,WH-08527,Boston,Massachusetts,Fulfillment Center,39143,INT-DWFA953
8528,WH-08528,New York,New York,Fulfillment Center,10787,INT-69ODDPM
8529,WH-08529,Seattle,Washington,Regional DC,85672,INT-XSGZOI4
8530,WH-08530,Charlotte,North Carolina,Distribution Center,53597,INT-PC96LP2
8531,WH-08531,Portland,Oregon,Distribution Center,43921,INT-X0MKUYG
8532,WH-08532,Dallas,Texas,Fulfillment Center,56038,INT-EGMBPIE
8533,WH-08533,Dallas,Texas,Cross Dock,71046,INT-72W47VG
8534,WH-08534,Denver,Colorado,Fulfillment Center,39922,INT-EJ418MF
8535,WH-08535,Chicago,Illinois,Cross Dock,62080,INT-DG02GP8
8536,WH-08536,Detroit,Michigan,Distribution Center,49352,INT-MXYPS8P
8537,WH-08537,New York,New York,Regional DC,24357,INT-JX7UU5V
8538,WH-08538,Detroit,Michigan,Distribution Center,43457,INT-4VG7ANE
8539,WH-08539,Boston,Massachusetts,Distribution Center,69712,INT-VVQVXW2
8540,WH-08540,Houston,Texas,Fulfillment Center,62850,INT-PYN53ZF
8541,WH-08541,Dallas,Texas,Regional DC,97025,INT-2JK0L5C
8542,WH-08542,Phoenix,Arizona,Cross Dock,87390,INT-5D83RTY
8543,WH-08543,Dallas,Texas,Fulfillment Center,23013,INT-VKL8AEB
8544,WH-08544,New York,New York,Cross Dock,61550,INT-YJ554B1
8545,WH-08545,Denver,Colorado,Distribution Center,81953,INT-66CBYLZ
8546,WH-08546,Charlotte,North Carolina,Fulfillment Center,59817,INT-Z0EJOLQ
8547,WH-08547,Atlanta,Georgia,Fulfillment Center,71574,INT-YNEB9Z2
8548,WH-08548,New York,New York,Fulfillment Center,54770,INT-ZQH38TJ
8549,WH-08549,Seattle,Washington,Fulfillment Center,33450,INT-6CKDWAH
8550,WH-08550,Boston,Massachusetts,Regional DC,85492,INT-MAA62NU
8551,WH-08551,Seattle,Washington,Distribution Center,34052,INT-HOUOI0N
8552,WH-08552,Dallas,Texas,Regional DC,98700,INT-E6JR7LL
8553,WH-08553,Miami,Florida,Fulfillment Center,7572,INT-YHBMTVD
8554,WH-08554,Boston,Massachusetts,Distribution Center,5525,INT-WN9J8PR
8555,WH-08555,Charlotte,North Carolina,Regional DC,23156,INT-A2MIN1B
