order_id,customer_id,order_date,warehouse_id,order_status,shipment_status,payment_method,shipping_mode,session_id
37422,193799,2023-11-11,3383,Returned,Returned,Net Banking,Next Day,SID-Vscj2avgWqbF
37423,151623,04-27-2023,4025,Shipped,Returned,Cash on Delivery,Standard,SID-bChinBTcjsxu
37424,242439,"Mar 22, 2025",9482,Processing,Not Shipped,Wallet,Next Day,SID-BYbS5DNEVsfH
37425,106136,12-01-2024,9908,Processing,Returned,Debit Card,Same Day,SID-INsXiNmNtbqT
37426,249484,01-14-2024,6038,Cancelled,Delivered,UPI,Next Day,SID-HnplNT2IAFQj
37427,228678,17/09/2023,7311,Processing,In Transit,Wallet,Next Day,SID-aMAM6zzRl72y
37428,172355,"Jun 13, 2023",5087,Pending,Not Shipped,Net Banking,Next Day,SID-86ze7dYsZyGC
37429,153664,12/04/2024,9808,Cancelled,In Transit,Credit Card,Express,SID-QZl2kBrWVKfc
37430,113325,05/06/2025,8167,Shipped,Delivered,Debit Card,Next Day,SID-CRkEjeIVh8Vd
37431,189004,07/05/2024,6514,Cancelled,In Transit,Debit Card,Express,SID-vTmaQaRYRG7W
37432,186146,2023-04-18,4493,Delivered,In Transit,Debit Card,Standard,SID-D28eHcy4reU8
37433,135785,"Jun 05, 2025",4069,Returned,In Transit,Debit Card,Same Day,SID-wlOAIMmHQhgy
37434,181801,"Sep 05, 2023",7785,Delivered,Returned,Credit Card,Standard,SID-2MlcAdPAntHc
37435,120418,15/04/2025,9281,Returned,Returned,Net Banking,Standard,SID-Y5Q7lYoepRkH
37436,236827,27/03/2024,3769,Cancelled,Returned,Credit Card,Same Day,SID-wk2FxKDT7ZB6
37437,217398,"Apr 24, 2024",1920,Processing,In Transit,Wallet,Same Day,SID-WBH2LJcnLit1
37438,142047,12/09/2023,6253,Cancelled,Not Shipped,Wallet,Same Day,SID-mza9OlMPDCeF
37439,187998,"May 19, 2023",1852,Pending,In Transit,Debit Card,Express,SID-GZALMEji156e
37440,162883,12-29-2023,923,Processing,In Transit,UPI,Next Day,SID-d6euN77GPOh2
37441,130951,08-23-2024,8714,Shipped,Packed,UPI,Express,SID-FlxqKEG1DDer
37442,160169,10/11/2024,9751,Pending,Not Shipped,Cash on Delivery,Same Day,SID-7iVS1lydz58v
37443,226674,"Apr 02, 2024",4041,Cancelled,Returned,UPI,Standard,SID-anDrOlw5Juno
37444,107917,2024-08-14,6707,Shipped,Packed,Credit Card,Same Day,SID-OzCBMewWlLlN
37445,138726,2024-01-27,1387,Delivered,Packed,Cash on Delivery,Standard,SID-pjFdb8r1PjwX
37446,113367,2027-10-21,3364,Processing,Packed,UPI,Express,SID-ZRDbHVIWw6Gr
37447,121842,2025-02-06,4010,Delivered,In Transit,Wallet,Same Day,SID-8fqSm8h5SriR
37448,183709,11/01/2025,8641,Returned,Not Shipped,UPI,Next Day,SID-5I2JLdSvbUM1
37449,107486,02-04-2023,3392,Cancelled,Not Shipped,Credit Card,Same Day,SID-vsxqzFdtDZ2d
37450,229800,"Oct 05, 2023",10102,Shipped,Delivered,Debit Card,Standard,SID-HVmjYkXhuuyO
37451,135646,"Jan 10, 2023",2331,Pending,Returned,Cash on Delivery,Standard,SID-axJfl1bXfe2b
37452,229840,30/10/2023,1127,Cancelled,Packed,Debit Card,Same Day,SID-dVXSZdvrwrEC
37453,225629,2024-01-09,9063,Delivered,Delivered,Debit Card,Standard,SID-P9bwNJJp7lsg
37454,163922,16/11/2023,4312,Returned,Packed,Credit Card,Next Day,SID-VyL9bepwhbv5
37455,156957,23/02/2023,235,Delivered,Not Shipped,Cash on Delivery,Next Day,SID-i4CWwSVECSny
37456,236790,2024-04-15,4914,Delivered,Delivered,Debit Card,Next Day,SID-L1VdoDzIcvsW
37457,189311,19/05/2024,7495,Delivered,Not Shipped,Credit Card,Standard,SID-dinYDaZQ2Loz
37458,137746,"May 18, 2023",5648,Delivered,Not Shipped,UPI,Next Day,SID-s3vXuNaWGCPd
37459,156563,09-11-2024,3118,,Returned,Debit Card,Next Day,SID-ePz0CQPTvr1H
37460,181639,2024-03-28,9991, Shipped ,In Transit,Cash on Delivery,Express,SID-eYzGtqHMpD0d
37461,135557,2024-10-08,8481,Pending,Packed,Credit Card,Same Day,SID-NAmkggiH2lXm
37462,154106,01-26-2025,5550,Processing,Packed,Net Banking,Standard,SID-nAvVbPrto1tB
37463,172445,01-27-2024,9582,Processing,Not Shipped,Cash on Delivery,Same Day,SID-pkMZkbtEZzJH
37464,135222,01-22-2023,4405,Shipped,Delivered,Cash on Delivery,Standard,SID-Xt3IVhioN18C
37465,175038,2025-04-02,5849,Shipped,Returned,Credit Card,Same Day,SID-lYeeGfeq51k9
37466,217414,2023-02-17,5151,Pending,Not Shipped,Wallet,Same Day,SID-3cXkdB2fGpXJ
37467,215633,01-16-2024,1018,Delivered,Packed,Net Banking,Express,SID-SXuBBekD5Sb6
37468,143023,"Apr 18, 2024",6886,Shipped,Not Shipped,UPI,Standard,SID-8zFSjiPC5X5W
37469,132924,10/01/2024,9057,Processing,In Transit,Credit Card,Standard,SID-mTzqlpKGVIcH
37470,149353,"Jul 21, 2024",5130,Shipped,Packed,Debit Card,Same Day,SID-JUmWKPp3OBAs
37471,249397,10/10/2023,7095,Pending,Delivered,Debit Card,Same Day,SID-ubuwxpwV5CMA
37472,236936,24/12/2024,9561,Delivered,In Transit,Wallet,Same Day,SID-Lh6QZ9u9Nuho
37473,173951,02-11-2025,4345,Shipped,Not Shipped,Net Banking,Standard,SID-hZrbXBsduq0G
37474,215548,"Apr 26, 2024",4506,Pending,In Transit,UPI,Standard,SID-hACrPrQXivUl
37475,248854,"Aug 25, 2024",5607,Cancelled,In Transit,Wallet,Standard,SID-FNL5V8m5nGWy
37476,103234,17/02/2024,6967,Processing,Packed,Credit Card,Express,SID-isfhif4UtKsA
37477,161953,02-03-2025,5501,Returned,In Transit,Debit Card,Same Day,SID-fCsMCPcol0fq
37478,185225,"Mar 01, 2025",8581,Processing,Not Shipped,Credit Card,Next Day,SID-P6ngEGCR0glw
37479,197470,2025-03-21,4352,Cancelled,Packed,Wallet,Standard,SID-Q4GY39gQDwGg
37480,199894,2024-04-06,3520,Delivered,Packed,Wallet,Next Day,SID-fGyxFbonpICw
37481,182307,11-16-2023,1990,Returned,Not Shipped,Wallet,Next Day,SID-zgydCOzhIMNb
37482,166910,25/09/2024,2596,Pending,Not Shipped,Credit Card,Next Day,SID-CRQMM5VvHJju
37483,206952,17/03/2024,8048,Shipped,Returned,Credit Card,Express,SID-yQwZTRpfb0CX
37484,113606,2023-04-22,6626,Cancelled,Returned,Cash on Delivery,Next Day,SID-pFREDbTI5HW4
37485,233488,02-09-2023,9571,Cancelled,Packed,Cash on Delivery,Standard,SID-fnvMuCLVrETd
37486,219854,02-02-2025,6837,Pending,Not Shipped,Net Banking,Same Day,SID-UgcBbtTuNsxV
37487,129629,"Nov 19, 2024",8580,Shipped,Packed,Net Banking,Same Day,SID-ZR1dIfGPMSRM
37488,239970,10-04-2024,7873,Returned,Packed,Net Banking,Same Day,SID-0vNlkAMMVBqG
37489,207005,2024-08-29,701,Processing,Not Shipped,UPI,Next Day,SID-XK2MPKVJABFt
37490,172651,25/03/2024,3288,Delivered,Not Shipped,Cash on Delivery,Standard,SID-0BUiMenjZ35A
37491,242596,12-01-2023,5027,Returned,In Transit,Debit Card,Express,SID-2I6bSulTjSir
37492,149860,12-28-2024,6578,Processing,Not Shipped,Wallet,Same Day,SID-3ooMLP4dNXXl
37493,200562,15/09/2024,7300,Cancelled,Packed,Wallet,Express,SID-BzxV3vfuWUsk
37494,103253,2024-01-08,2774,Processing,Returned,UPI,Same Day,SID-PwQMvbhbUkZ4
37495,191109,"Feb 14, 2024",6075,Shipped,In Transit,Credit Card,Express,SID-wiYmwNsvztyT
37496,198444,11-25-2023,1839,Pending,Packed,Wallet,Express,SID-N8sjfvYYstDJ
37497,116115,10-30-2023,6139,Shipped,Delivered,Debit Card,Express,SID-pF7LSoUCGPXV
37498,192755,2023-01-13,1161,Delivered,In Transit,UPI,Standard,SID-WdQkSw0RLENk
37499,136728,12-25-2024,2690,Returned,Not Shipped,Net Banking,Express,SID-8la0zseXwVgA
37500,114209,2024-01-10,7350,Processing,In Transit,Credit Card,Standard,SID-cD2f9DjVb9vz
37501,158110,"May 15, 2025",5745,Returned,In Transit,Net Banking,Same Day,SID-xrFk9SSbeeeN
37502,225399,"Apr 03, 2025",4274,Cancelled,Not Shipped,Credit Card,Same Day,SID-W4oKsMaPDzyY
37503,111064,2023-02-17,7901,Returned,Packed,Debit Card,Same Day,SID-98LPByQHfwQ9
37504,207156,"Jun 10, 2024",2216,Shipped,In Transit,Net Banking,Same Day,SID-SXbK9QDxhAFl
37505,210063,15/01/2023,883,Pending,Delivered,UPI,Standard,SID-wVhsGzKWQHhI
37506,227173,18/01/2024,388,Shipped,Returned,Net Banking,Next Day,SID-MnKI20ChUn95
37507,208403,"Oct 25, 2023",4887,Processing,Returned,UPI,Express,SID-4pofabo9fXHy
37508,208149,05-14-2024,9961,Delivered,Packed,Debit Card,Standard,SID-YAUGPAae7Vdn
37509,246830,06-16-2024,1305,Cancelled,Delivered,UPI,Next Day,SID-3N5l3f0RXdXb
37510,143440,"Nov 29, 2024",1207,Delivered,In Transit,Debit Card,Express,SID-Wl5cpxSrBUMx
37511,150419,2024-11-25,4681,Returned,Not Shipped,UPI,Same Day,SID-fvQ7dK1IHGWz
37512,188518,"Feb 13, 2023",3904,Delivered,Delivered,Debit Card,Same Day,SID-mFXAwsTq1Qz6
37513,209232,"May 24, 2025",7769,Returned,Not Shipped,UPI,Standard,SID-IpEAI2T3Z24j
37514,147777,2023-05-04,4666,Delivered,Returned,Wallet,Same Day,SID-cSDcjXAe2L3X
37515,115159,"Dec 10, 2024",8371,Processing,In Transit,Debit Card,Same Day,SID-ROQScTc275mQ
37516,171215,2023-12-13,181,Cancelled,In Transit,Wallet,Same Day,SID-28PD3l6PORK7
37517,198380,09-11-2024,4224,Returned,Packed,UPI,Same Day,SID-jy8oVkQ8axAP
37518,230885,2024-07-18,733,Returned,Delivered,Cash on Delivery,Same Day,SID-cRj2aqM9ftzC
37519,145107,02/11/2024,4278,,Returned,Wallet,Standard,SID-5tvG0DWTWfyR
37520,203578,"Apr 13, 2024",251,Processing,Returned,Cash on Delivery,Standard,SID-0GSU02asAjAZ
37521,202041,06-25-2023,4492,Shipped,Not Shipped,Debit Card,Express,SID-JDEt0TqynYk7
37522,179722,"Mar 10, 2024",3455,Returned,Returned,Debit Card,Express,SID-AdNfosLG7aqL
37523,135259,12/04/2024,1943,Pending,In Transit,Net Banking,Same Day,SID-s99nzOw7DEiN
37524,231471,"May 13, 2025",3615,Cancelled,Delivered,Debit Card,Express,SID-ekKdJLNvM6t7
37525,249443,05-11-2023,1267,Cancelled,Delivered,Debit Card,Same Day,SID-UsxYa5EAxtFP
37526,246756,"Mar 04, 2024",7008,Processing,Delivered,Net Banking,Express,SID-aW5WFYxi9OTy
37527,135528,2023-05-16,7252,Shipped,Not Shipped,UPI,Standard,SID-DLvBpO8HUd8i
37528,100545,2023-01-31,5299,Processing,Returned,Net Banking,Next Day,SID-XFn1TkZJKpWG
37529,102690,06-13-2024,3872,,In Transit,Debit Card,Express,SID-xOSyNN3QZDSQ
37530,116459,09-12-2024,5983,Delivered,Delivered,Wallet,Standard,SID-WBmJbDkv8yZE
37531,150627,20/02/2024,5168,Returned,Delivered,UPI,Standard,SID-P5jSfWn5AHP8
37532,246573,02-21-2024,4287,Shipped,Not Shipped,Wallet,Express,SID-I9SiAuxus1lo
37533,152389,05/08/2024,43,Cancelled,In Transit,Wallet,Express,SID-mtPO7o05MW4r
37534,194963,11-28-2023,9733,Delivered,Not Shipped,Debit Card,Express,SID-iQPYXJTfY8Rs
37535,224801,2024-11-24,7423,Delivered,Delivered,Debit Card,Express,SID-hLYasxGRoapx
37536,227456,"Feb 08, 2023",7458,Shipped,In Transit,UPI,Standard,SID-BqVt3insubJo
37537,225604,17/01/2025,9979,Processing,Returned,Cash on Delivery,Standard,SID-Y66hO9Pt6Cbc
37538,219671,"May 14, 2024",2823,Returned,Delivered,Net Banking,Same Day,SID-Jyi1ANAZJIQ4
37539,141885,22/03/2023,3675,Cancelled,Delivered,Credit Card,Next Day,SID-ZP5sF2I59nrq
37540,160561,"Feb 08, 2023",7773,Pending,Delivered,Wallet,Next Day,SID-yYGYZkpxJqyJ
37541,221826,05-27-2024,3410,Delivered,In Transit,Cash on Delivery,Standard,SID-mysgW7sLCpQb
37542,149865,"Mar 04, 2024",5800,Pending,Not Shipped,Debit Card,Express,SID-D9EAKojJOq7q
37543,149370,2024-11-12,1269,Delivered,Delivered,Credit Card,Same Day,SID-JYRewXIwjoff
37544,161673,11-21-2023,5016,Processing,Packed,Net Banking,Standard,SID-M8PfGiW9aMNz
37545,132702,"Nov 27, 2023",2156,Pending,In Transit,Credit Card,Standard,SID-fEclYcBnXWJA
37546,242081,2023-02-24,7892,Returned,Delivered,Net Banking,Standard,SID-A7AqvMUfgs4i
37547,179188,2025-01-14,3123,Pending,Not Shipped,Cash on Delivery,Express,SID-QCf9petlRY5v
37548,126119,"May 29, 2023",5718,Shipped,Not Shipped,Wallet,Standard,SID-JMY1Sipm6iJa
37549,108491,"Jan 22, 2023",9887,Cancelled,Returned,Cash on Delivery,Standard,SID-SEcwZ95XXcLW
37550,102520,2024-04-13,8536,Shipped,Returned,Wallet,Standard,SID-GVYtVTI496wI
37551,215811,2024-10-02,7189,Returned,Delivered,Credit Card,Same Day,SID-7Gcs8FD746YB
37552,218110,"Jan 17, 2025",8499,Pending,Packed,Wallet,Next Day,SID-V8dYt2wrT8CY
37553,236179,07-23-2023,6641,Delivered,Packed,Debit Card,Next Day,SID-C4lXwgYj5p08
37554,104384,2024-02-05,7812,Delivered,Returned,Wallet,Express,SID-WdwCAcKg0Rfp
37555,116367,01-23-2025,6447,Pending,Delivered,Wallet,Next Day,SID-SD9jyQruKZ2y
37556,242578,26/01/2023,9096,Processing,Not Shipped,Net Banking,Same Day,SID-7DyCMmsMoT2l
37557,219880,"Jun 05, 2023",617,Returned,Returned,Credit Card,Same Day,SID-xDsHKFW9CP73
37558,155504,"Nov 03, 2023",3103,Pending,Packed,UPI,Standard,SID-iqvn1RaOHvWw
37559,104983,2024-12-21,2091,Pending,Not Shipped,Cash on Delivery,Express,SID-ThTKNk8TiIvB
37560,174533,13/10/2023,2595,Pending,Packed,Net Banking,Next Day,SID-dshcb3sdBKaO
37561,112619,23/05/2025,5047,Returned,In Transit,UPI,Express,SID-k3dXSltluSPY
37562,215710,01/04/2023,3643,Returned,In Transit,Debit Card,Next Day,SID-jY8qZxeb88GY
37563,211185,2024-10-03,711,Pending,Delivered,Debit Card,Express,SID-m5tl2HZg7s3d
37564,135588,"Apr 10, 2025",5172,Processing,Not Shipped,Cash on Delivery,Next Day,SID-G0XjBq5XDkFJ
37565,222627,"Oct 17, 2023",4796,Pending,In Transit,Credit Card,Standard,SID-bhjT2cvvWILz
37566,236492,"Aug 25, 2023",8029,Processing,Returned,Wallet,Same Day,SID-ZezQfevQq12Z
37567,163368,2023-09-12,4284,Returned,Packed,Wallet,Same Day,SID-u4ymueuzzulj
37568,191436,22/06/2024,5892,Shipped,Returned,Net Banking,Standard,SID-bXpUpDHqaBBu
37569,159416,09/11/2024,9054,Shipped,Returned,Credit Card,Express,SID-KmDUssCnjCpN
37570,163204,2023-05-25,4018,Returned,Returned,UPI,Next Day,SID-7bnSws2zY3bG
37571,205869,12-31-2023,10125,Processing,Returned,Credit Card,Same Day,SID-tJJQP35PN2Vv
37572,157453,"Jul 01, 2024",9179,Processing,Delivered,Wallet,Express,SID-S5WGvQEUYTm8
37573,152087,2025-02-11,2319,Pending,Returned,Credit Card,Same Day,SID-G6QI2MtZF72r
37574,130411,"Oct 20, 2023",5437,Pending,In Transit,UPI,Next Day,SID-aVSHBfIfivTJ
37575,125360,2023-05-05,6181,Returned,In Transit,Cash on Delivery,Standard,SID-5m4yuIOoZxVY
37576,159738,"Nov 02, 2024",7192,Delivered,Delivered,Cash on Delivery,Standard,SID-pUUtdBJsffFo
37577,192837,01-18-2024,3023,Cancelled,In Transit,Debit Card,Standard,SID-UGASjCAbD61U
37578,155240,09-10-2023,178,Processing,Not Shipped,Credit Card,Next Day,SID-yEXAHNb2heax
37579,152017,2024-02-19,9072,Pending,Not Shipped,Net Banking,Standard,SID-0lSgaLOrDx3V
37580,135833,03-18-2025,8460, Shipped ,Packed,Net Banking,Same Day,SID-c4U53qaDNQLW
37581,141272,31/07/2024,6730,Returned,In Transit,UPI,Standard,SID-hK4JGpU86ghk
37582,222401,"Jun 30, 2024",8155,Cancelled,Delivered,UPI,Express,SID-G5zmzuD3zrvX
37583,217391,"Feb 06, 2023",238,Shipped,Packed,Debit Card,Express,SID-QEZ9NH1qqFva
37584,165774,"Jan 12, 2025",1041,Pending,Not Shipped,UPI,Standard,SID-bkGuf3FRDtRf
37585,200598,02-10-2023,2780,Processing,Packed,Wallet,Express,SID-TCFHB17MyEtp
37586,239053,11/01/2024,489,Pending,Delivered,Net Banking,Express,SID-Kn81g1acybXM
37587,183394,"Apr 27, 2024",7739,Returned,Packed,Net Banking,Next Day,SID-UzkQslcZd0w4
37588,189385,20/10/2023,4229,Pending,In Transit,Cash on Delivery,Next Day,SID-Q10V0ZPejSn3
37589,204422,06-20-2023,7274,Pending,Returned,Debit Card,Next Day,SID-MwRv6Fr6EH30
37590,188554,09-12-2023,8841,Cancelled,Not Shipped,Credit Card,Express,SID-ZKHhGA81SMOV
37591,238033,2025-06-03,9785,Processing,In Transit,Cash on Delivery,Same Day,SID-4pgaEeoFs6S2
37592,142515,"Jul 11, 2023",5765,Processing,In Transit,Net Banking,Next Day,SID-AAaEgt2kcQny
37593,114013,04-10-2023,145,Cancelled,Packed,Cash on Delivery,Next Day,SID-2IuSx5A8LA1r
37594,172549,"Jul 29, 2024",1902,Returned,Returned,Wallet,Express,SID-dYM96x9XPXpj
37595,141197,2024-07-01,294,,In Transit,Net Banking,Next Day,SID-DgO4xGdrebCh
37596,101443,"Mar 02, 2025",2788,Processing,In Transit,Net Banking,Same Day,SID-nf7vvl8RQcBO
37597,219288,11-30-2024,8117,Processing,Not Shipped,Net Banking,Same Day,SID-wf5SgsGgAmjn
37598,130903,"May 13, 2024",3760,Cancelled,In Transit,UPI,Next Day,SID-CFeBT9e31tTZ
37599,105534,"Dec 11, 2024",4873,Pending,Packed,Wallet,Next Day,SID-seduRsJPAz0Z
37600,228422,2023-02-13,2593,Pending,Delivered,Credit Card,Standard,SID-WQL4SLcMu6Nd
37601,237353,2025-01-29,4434, Shipped ,Returned,Net Banking,Same Day,SID-049HWeYasXtV
37602,171730,"Mar 31, 2023",202,Cancelled,Delivered,Net Banking,Standard,SID-5AKzpbmoJKq8
37603,233639,"Jan 20, 2024",3658,Returned,In Transit,UPI,Same Day,SID-JZJtdx5MG1o9
37604,172058,2025-04-06,7274,Returned,In Transit,Net Banking,Standard,SID-Op5VoChb4AWZ
37605,168094,2025-02-11,1280,Pending,Not Shipped,Cash on Delivery,Next Day,SID-K3cXjbFtpR4E
37606,150319,22/08/2024,8909,Pending,In Transit,Wallet,Same Day,SID-4i7MDq55Jux8
37607,160837,2025-01-17,4174,Cancelled,Returned,Net Banking,Express,SID-RPwviNhGHAqX
37608,100829,2023-01-27,1154,Processing,Delivered,UPI,Next Day,SID-Bwwq4LPkvgKc
37609,111007,15/10/2024,1275,Returned,Packed,UPI,Express,SID-u6w8YFLBBRhJ
37610,115939,01-24-2024,6892,Delivered,Not Shipped,Cash on Delivery,Same Day,SID-gPm5P9SFRg3f
37611,147900,2023-12-29,3702,Delivered,Packed,Debit Card,Express,SID-jzXVss8cZPR9
37612,213826,"Aug 07, 2023",1057,Pending,Delivered,UPI,Next Day,SID-V8gYwkTiLqEj
37613,160052,2023-12-23,9682,Delivered,Returned,UPI,Same Day,SID-GLzdWpGqBWfH
37614,163131,23/07/2024,2977,Cancelled,Delivered,Credit Card,Standard,SID-QTkEd0mUVoxi
37615,219330,2023-09-13,916,Shipped,In Transit,Wallet,Next Day,SID-t7tF6YC62pV1
37616,193971,2023-06-14,1712,Cancelled,Not Shipped,UPI,Express,SID-3tSviqDoQVPN
37617,108346,"Mar 12, 2025",2347,Pending,Not Shipped,UPI,Next Day,SID-mcpF26e6KsQd
37618,108144,2023-02-13,2548,Cancelled,Delivered,UPI,Standard,SID-MOsFXOVibIz0
37619,158313,12-03-2024,1714,Pending,Not Shipped,Debit Card,Express,SID-WYRSdXcaIAep
37620,143540,03-25-2023,7826,Shipped,Not Shipped,Net Banking,Express,SID-IeKNo1pC7R7e
37621,216426,22/12/2023,2088, Cancelled ,In Transit,Debit Card,Next Day,SID-ceRXL9l4z6Be
37622,237486,23/04/2023,5888,Shipped,Delivered,UPI,Standard,SID-YwK9IOO3O9UC
37623,217416,04/08/2024,2411,Pending,Returned,Net Banking,Same Day,SID-bGyjcXUm0zNK
37624,131804,13/11/2023,5374,Shipped,Returned,Net Banking,Express,SID-Jjv8DDns1Gpl
37625,247629,"Oct 10, 2024",9889,Delivered,Not Shipped,Credit Card,Next Day,SID-xcyTYmD6i9cI
37626,118480,05-10-2023,932,Processing,Delivered,Net Banking,Standard,SID-Xm9O1RKl31t1
37627,129280,2023-12-13,9999,Returned,Packed,Credit Card,Standard,SID-aXVgERZu17q5
37628,112542,05-17-2023,3948,Cancelled,Returned,Credit Card,Next Day,SID-ZsANVGm1jDEq
37629,205378,"Dec 27, 2023",4275,Delivered,Packed,Credit Card,Next Day,SID-gUj2FJ04MoUT
37630,195480,08-27-2023,7846,Delivered,Not Shipped,Net Banking,Next Day,SID-b9FDFAkjQZyB
37631,190555,30/09/2023,8951,Delivered,Not Shipped,Net Banking,Next Day,SID-p5H8w9LLXe5i
37632,239235,18/05/2023,9159,Cancelled,Returned,Debit Card,Express,SID-V47AIIYppXoX
37633,203438,11-11-2023,4022,Returned,Delivered,Net Banking,Express,SID-3THeBfXGjcWx
37634,238223,04/01/2023,5754,Returned,Not Shipped,Net Banking,Standard,SID-THJCobGlLEXz
37635,199822,07-06-2024,3299,Returned,Returned,Credit Card,Express,SID-gUUDVhz8y8gq
37636,178672,2025-01-01,9918,Delivered,Packed,Credit Card,Express,SID-hHcXipluFFj4
37637,136721,2024-01-22,6277,Pending,Returned,UPI,Express,SID-wlUwy7QbnxIL
37638,122551,02-07-2025,3234,Pending,Returned,Debit Card,Same Day,SID-xQJd0X5iBDfU
37639,132750,07-24-2023,2253,Pending,In Transit,UPI,Same Day,SID-6uN9ZQu2NgOz
37640,117421,2024-06-04,6825,Shipped,In Transit,Net Banking,Express,SID-TVbKBwLLMTGb
37641,115810,"Oct 10, 2024",4593,Pending,Returned,Net Banking,Standard,SID-Q9oAl3LkH6Sx
37642,181807,2024-05-13,3463,Pending,Delivered,UPI,Standard,SID-CgrsgH7vWxTR
37643,110662,2024-07-29,333,Delivered,Delivered,UPI,Same Day,SID-zgrXOPI64hqj
37644,100590,"Nov 07, 2023",1073,Returned,In Transit,UPI,Next Day,SID-E2nsT8RMS7Dk
37645,162476,"Feb 02, 2023",3827,Delivered,Not Shipped,Debit Card,Next Day,SID-1pHOjUFChZmh
37646,228804,06-13-2023,1394,Returned,Delivered,Net Banking,Next Day,SID-6pqC4goICZWd
37647,242779,12-02-2023,3078,Delivered,Packed,Debit Card,Same Day,SID-YOC8GBa15aXZ
37648,176902,"Feb 07, 2025",9653,Cancelled,Not Shipped,Credit Card,Standard,SID-IOcDIlEmLPQh
37649,123736,03-21-2024,8722,Returned,Not Shipped,UPI,Next Day,SID-OJN3WQK01T1o
37650,142036,01-10-2024,7284,Processing,Not Shipped,Credit Card,Same Day,SID-5VA2IctyqYyM
37651,227227,"Jul 08, 2024",8546,Shipped,Returned,Cash on Delivery,Express,SID-6iiUacXhpLIy
37652,124909,04-26-2024,8823,Pending,Returned,Credit Card,Express,SID-rxOTbJNfQ6A0
37653,199411,"Feb 03, 2023",2137,Cancelled,Packed,Wallet,Standard,SID-NV8Fv6uwmRxN
37654,202429,26/04/2025,9419,Shipped,Returned,Debit Card,Express,SID-KKWT3F4cyWf0
37655,249309,04-26-2025,2809,Delivered,Returned,Net Banking,Standard,SID-VvmFgjAw81op
37656,165425,28/08/2023,6702, Shipped ,Not Shipped,Cash on Delivery,Same Day,SID-1RSHsymLFJVL
37657,219991,12-25-2023,6151,Cancelled,Not Shipped,Wallet,Next Day,SID-zyGaYcVuq146
37658,229775,16/09/2024,1089,Cancelled,Returned,Wallet,Standard,SID-QrPyMFdr0Qhr
37659,130340,2023-01-16,10083,Cancelled,Not Shipped,Wallet,Express,SID-Xx8ZqCkZ494K
37660,135680,"Sep 22, 2024",872,Returned,Delivered,Wallet,Same Day,SID-nMMwDOzDGoVO
37661,226023,02-13-2023,3935,Returned,Delivered,Net Banking,Express,SID-FROBojnrFlbx
37662,141090,2025-03-14,9270,Returned,Not Shipped,Debit Card,Next Day,SID-TRVMMXxehdn1
37663,238167,04-13-2025,3485,Cancelled,Not Shipped,Credit Card,Standard,SID-4OfsbtWnaDaA
37664,167711,2023-09-26,3641,Cancelled,Not Shipped,Cash on Delivery,Standard,SID-KMV3w4OF1NCY
37665,119077,11/11/2023,8458,Shipped,Not Shipped,Debit Card,Same Day,SID-oUSSsFFxhBDx
37666,212137,"Aug 14, 2023",7720,Returned,Returned,Net Banking,Same Day,SID-qM9TKFhHUBeP
37667,152609,"Sep 28, 2024",5049,Pending,In Transit,Wallet,Same Day,SID-Hh3uxBh0LEIR
37668,160423,03-11-2024,2215,Processing,Returned,Credit Card,Express,SID-P7oeFuIcdbAL
37669,205611,11/09/2024,6818,Delivered,Delivered,Debit Card,Express,SID-5uQJyrJP4AWs
37670,174452,2023-12-10,5731,Returned,Delivered,Net Banking,Next Day,SID-OQMT4D8jXdYw
37671,180262,"Nov 17, 2024",6347,Pending,Not Shipped,Cash on Delivery,Standard,SID-b1rR9OcA0625
37672,198911,02-28-2023,3204,Cancelled,Not Shipped,Debit Card,Express,SID-TNu7tFzEYulu
37673,204167,29/09/2023,6036,Returned,Delivered,Wallet,Express,SID-0C49wSY8H296
37674,185287,02-21-2023,6894,Returned,Not Shipped,Wallet,Express,SID-uzjdLCulnplc
37675,115577,"Nov 13, 2027",3897,Delivered,Delivered,Net Banking,Same Day,SID-PNwQ9umobgFa
37676,211603,2025-03-30,9579,Delivered,In Transit,Wallet,Same Day,SID-xjINeGkvaNNl
37677,153337,10-14-2024,8028,Pending,Packed,Cash on Delivery,Standard,SID-FajfNAnOjGfW
37678,218735,06-05-2025,5188, Cancelled ,Delivered,UPI,Same Day,SID-6gHkf5SlO5ON
37679,185280,06-07-2023,7973,Returned,Delivered,Wallet,Express,SID-t6QAWs7pRxSC
37680,172129,"Jan 15, 2023",4496,Cancelled,Not Shipped,Net Banking,Standard,SID-FikK1fiSYDZx
37681,105288,11-13-2023,9102,Processing,Not Shipped,Cash on Delivery,Standard,SID-5QoGlBC16FcT
37682,121085,"May 27, 2024",7295,Delivered,In Transit,UPI,Standard,SID-JXsNiHKSaCZ9
37683,202038,16/09/2024,3784,Processing,Not Shipped,Credit Card,Same Day,SID-sV55X5Jdvbdg
37684,231242,2023-05-04,4469,Delivered,Delivered,Credit Card,Next Day,SID-kx26hf5vpWrR
37685,187589,2024-10-07,2393,Pending,Delivered,Credit Card,Standard,SID-jc1uOSAXjp2S
37686,101907,28/01/2023,2422,Cancelled,Not Shipped,Debit Card,Same Day,SID-PIR9ylf4AxiD
37687,173444,10/06/2023,2686,Processing,Not Shipped,Cash on Delivery,Same Day,SID-87l80zhjWP32
