inventory_id,product_id,warehouse_id,stock_quantity,reserved_stock,damaged_stock,last_updated,remarks
43414,1605,1798,382.0,65,12,27/04/2024,RMK-HWMUB3
43415,357,4485,318.0,1,4,31/01/2024,RMK-OOK03H
43416,2805,2641,258.0,13,6,2023-06-21,RMK-P3DUR0
43417,6105,10003,316.0,59,12,"Jan 27, 2024",RMK-0S7EFU
43418,7321,9533,-47.0,0,0,09/02/2024,RMK-C7MN28
43419,12708,6804,267.0,67,13,04/07/2023,RMK-ZBGPL5
43420,6462,9522,191.0,13,4,"Jun 03, 2024",RMK-MONGJ1
43421,10097,7322,231.0,36,3,06-19-2025,RMK-2WJM1D
43422,10574,1131,177.0,32,5,01-12-2025,RMK-EUY3TD
43423,1195,5394,58.0,12,1,04-21-2023,RMK-EK2VYS
43424,6929,7432,270.0,16,7,2023-08-08,RMK-NFFYIK
43425,7803,2552,388.0,91,15,2023-02-19,RMK-VPTHP4
43426,429,8410,412.0,89,19,2023-07-23,RMK-KC1WKT
43427,5546,9972,498.0,40,5,10-15-2024,RMK-91YTIK
43428,7074,4501,484.0,141,21,2024-02-24,RMK-0QZ726
43429,8969,3248,97.0,4,0,2025-01-20,RMK-T3YR2E
43430,5386,6909,92.0,16,1,"Jul 08, 2023",RMK-YFFZ36
43431,10995,8732,376.0,52,12,15/12/2024,RMK-VTTPAJ
43432,6691,1840,431.0,103,20,2023-03-17,RMK-AFMNYK
43433,11419,7988,269.0,31,8,2023-06-26,RMK-O7JPKZ
43434,9100,5133,333.0,3,12,06-19-2025,RMK-VBQ6AV
43435,2502,4680,364.0,12,9,2024-01-31,RMK-Z0TR8C
43436,2492,768,106.0,30,3,"Jan 04, 2024",RMK-NMIJXG
43437,1738,9587,284.0,23,3,03-19-2024,RMK-0V4A3Y
43438,4843,2140,441.0,55,8,29/05/2024,RMK-4AOIG0
43439,8647,7205,,,,"Jan 07, 2024",RMK-HXJ8KP
43440,4594,1446,15.0,2,0,2023-03-14,RMK-PRE497
43441,9989,3322,381.0,68,13,"Apr 12, 2023",RMK-SZZDR4
43442,9259,8970,281.0,66,9,2024-01-22,RMK-14VK2F
43443,6427,2998,407.0,108,0,"Jan 07, 2025",RMK-453C0Z
43444,2115,9489,447.0,91,11,2023-04-17,RMK-ZTZX5H
43445,6274,3326,330.0,7,16,2023-03-09,RMK-D0L72F
43446,810,9253,55.0,4,2,05-06-2023,RMK-ETZGRP
43447,11503,7766,325.0,83,5,2024-04-06,RMK-T34J9V
43448,2512,2781,316.0,58,13,09-23-2023,RMK-YOK3J8
43449,11836,4959,21.0,0,0,11-08-2023,RMK-UCWSLC
43450,10467,4413,146.0,6,2,06/05/2023,RMK-4YDMH1
43451,11243,9998,224.0,41,4,"Dec 15, 2024",RMK-31RDO6
43452,3370,8171,168.0,33,1,"Jun 25, 2024",RMK-S00WWC
43453,8620,3355,92.0,11,0,"Nov 03, 2024",RMK-7W466N
43454,1827,3799,463.0,45,7,2024-11-12,RMK-COQ30O
43455,6041,4392,76.0,13,0,04-13-2023,RMK-QXAFTQ
43456,7461,7337,290.0,28,5,2024-05-04,RMK-U01SI6
43457,4897,5770,32.0,8,0,16/11/2023,RMK-0SNOTD
43458,11124,4414,244.0,28,12,2024-12-04,RMK-2RK12S
43459,5787,8055,377.0,79,18,02-26-2024,RMK-MZZ19Y
43460,10106,6202,102.0,8,3,2023-11-16,RMK-NUVIC4
43461,6647,8434,386.0,65,10,08-12-2024,RMK-QCYRNS
43462,9664,931,346.0,59,9,04-20-2025,RMK-XTN1OP
43463,3523,4397,4.0,0,0,21/10/2024,RMK-EKYZYI
43464,2594,5490,31.0,9,0,2024-11-28,RMK-LIA6YT
43465,3618,2493,229.0,6,11,2023-11-20,RMK-UG7LI5
43466,508,1060,496.0,22,7,"Oct 12, 2023",RMK-XA2X5T
43467,3895,1920,261.0,33,13,"Jan 12, 2023",RMK-A6BFZ5
43468,5122,4609,171.0,26,1,"May 01, 2023",RMK-Z3Q71X
43469,10954,7757,4.0,1,0,04-27-2025,RMK-M8H0F6
43470,5265,9155,433.0,31,17,"Apr 30, 2023",RMK-FJ5LBI
43471,6801,7253,314.0,89,13,2023-01-04,RMK-A1HAGC
43472,9375,4486,129.0,8,4,19/12/2024,RMK-9HGV7J
43473,7229,7146,161.0,6,8,25/04/2025,RMK-ULYJGF
43474,12410,7538,73.0,7,0,2023-09-14,RMK-XEBFPL
43475,385,3419,273.0,9,13,01-07-2023,RMK-OWSCXA
43476,12141,7980,232.0,62,3,2024-01-28,RMK-7NYOBE
43477,9895,3509,431.0,78,4,"Apr 30, 2025",RMK-0X822F
43478,1371,7303,249.0,21,2,08/01/2025,RMK-MK0DSY
43479,6861,5096,316.0,77,14,"Nov 23, 2023",RMK-SXMB2X
43480,4940,639,97.0,15,3,14/01/2023,RMK-796FGA
43481,11510,3675,353.0,97,3,19/09/2024,RMK-3FFI2V
43482,1677,7745,57.0,14,0,07-01-2023,RMK-AQHG8Y
43483,8641,5717,323.0,3,4,"Nov 03, 2023",RMK-GHYN6T
43484,1066,1836,214066.0,49082,4088,10/10/2024,RMK-EQP8ZX
43485,8507,9694,290.0,25,14,2023-09-14,RMK-54NNGR
43486,1762,8650,353.0,48,17,22/04/2023,RMK-EW0E98
43487,1478,7302,0.0,0,0,10-30-2023,RMK-Q521FN
43488,5870,10053,288.0,49,12,08-29-2023,RMK-VO3TOP
43489,307,844,296.0,57,5,"May 16, 2025",RMK-FFFKUK
43490,5793,4937,379.0,58,6,28/05/2023,RMK-R4O7Q3
43491,3254,2550,92.0,23,0,2024-08-23,RMK-WIFCRW
43492,10592,7435,216.0,28,3,2024-07-07,RMK-RL5ZJY
43493,2546,9448,496.0,3,3,"Oct 26, 2024",RMK-TD65AT
43494,3841,8049,464.0,94,16,"Sep 02, 2023",RMK-OPHJ6G
43495,8011,4661,412.0,81,6,05-13-2023,RMK-A6ASC7
43496,8972,8818,338.0,36,14,2023-11-05,RMK-989MHK
43497,8209,9508,167.0,5,2,12-11-2023,RMK-OBG9PD
43498,8088,2715,333.0,3,15,2023-09-16,RMK-9T4Y1W
43499,2542,5304,218.0,12,10,06-26-2023,RMK-I45FVH
43500,3722,5964,283.0,71,8,2025-02-02,RMK-G48XCU
43501,6465,5006,45.0,0,0,"Jun 09, 2025",RMK-E6J4QK
43502,7962,7899,370.0,2,15,25/05/2025,RMK-6MF2XT
43503,11418,8332,266.0,15,6,"Jan 01, 2024",RMK-H1SO3B
43504,230,3217,7.0,2,0,02-01-2024,RMK-Q1CP7N
43505,1312,2303,494.0,100,0,11-17-2023,RMK-07C1TX
43506,9805,1729,180.0,2,9,"May 05, 2023",RMK-NO165Z
43507,6680,941,360.0,75,17,15/04/2025,RMK-XQVG65
43508,6449,3878,130.0,1,6,2024-12-20,RMK-QPSFUO
43509,8016,7441,14.0,1,0,"Aug 09, 2024",RMK-XTW1YH
43510,9106,8075,389.0,66,0,16/09/2023,RMK-5RTMCL
43511,11841,2678,247.0,20,11,26/04/2025,RMK-PHLM25
43512,473,185,64.0,3,1,2024-01-23,RMK-YIOC8B
43513,9723,1832,264.0,24,9,"Mar 10, 2023",RMK-9OCKIR
43514,10382,3191,479.0,42,2,"Feb 12, 2024",RMK-9VC610
43515,10050,8875,372.0,79,6,"Mar 06, 2024",RMK-5ONPVL
43516,2875,5979,132.0,5,2,2024-05-04,RMK-UGNOSZ
43517,4644,1463,,,,11/04/2024,RMK-6TKU6M
43518,11147,4877,170.0,34,4,01/07/2023,RMK-XHHXSR
43519,249,5235,107.0,31,5,01-28-2023,RMK-TWUPAI
43520,11411,6031,156.0,1,1,2023-01-24,RMK-IA6UVT
43521,5487,6677,442.0,102,11,29/12/2023,RMK-02XO9G
43522,955,3116,211.0,38,1,"Nov 12, 2023",RMK-DP8A2T
43523,10307,9984,362.0,73,2,11-06-2024,RMK-CEZT4K
43524,7427,1890,24.0,7,0,09-08-2024,RMK-4N7BDF
43525,1911,1383,465.0,99,6,10-21-2023,RMK-WGVDXN
43526,6356,1759,410.0,51,1,07/01/2024,RMK-FRSZ7G
43527,6378,6616,218.0,65,4,24/10/2024,RMK-Y7UBV5
43528,5546,1555,226.0,9,11,2024-03-13,RMK-GCV9AB
43529,10381,5611,338.0,40,2,19/06/2025,RMK-5CQZCO
43530,4877,1195,98.0,18,0,12-17-2024,RMK-CF2BYA
43531,2838,5577,227.0,26,0,2023-06-24,RMK-EXEKGZ
43532,7429,8895,424.0,27,11,"Dec 03, 2024",RMK-F2PO1O
43533,6160,5968,63.0,15,2,2023-06-11,RMK-RH7CHW
43534,11803,7307,356.0,38,11,09-12-2023,RMK-GIFA3C
43535,12152,322,433.0,75,14,"Jan 01, 2024",RMK-Q95OCE
43536,2540,1350,370.0,69,10,29/01/2025,RMK-ROANFI
43537,1142,2886,178.0,11,7,04/01/2024,RMK-Y3M7Y3
43538,4797,246,441.0,71,2,08-22-2023,RMK-CSY622
43539,3091,3879,,,,"May 10, 2023",RMK-8OUW5P
43540,4839,8306,156.0,23,3,23/10/2024,RMK-CWW0VF
43541,1928,9595,154.0,37,6,"Jul 16, 2024",RMK-V8R2GA
43542,6400,8007,467.0,44,6,"Feb 01, 2023",RMK-PRAE38
43543,10192,9942,453.0,35,8,2024-06-02,RMK-U4MO7U
43544,4026,3684,313.0,76,11,"May 12, 2023",RMK-UNJH3H
43545,2522,1391,63.0,6,1,2024-11-30,RMK-A2WUGJ
43546,3268,8318,295.0,56,2,2025-01-31,RMK-W5Z8TS
43547,6299,2888,171.0,46,1,29/04/2025,RMK-SK1HUG
43548,599,8292,106.0,16,5,2023-12-28,RMK-O51MDX
43549,1771,5529,453.0,59,6,07-16-2024,RMK-OA5K6T
43550,2084,1543,444.0,87,5,"Apr 21, 2023",RMK-39WGLW
43551,10672,4255,159.0,46,3,2023-09-13,RMK-2FRO4T
43552,1866,5373,147.0,12,2,13/06/2024,RMK-70GYII
43553,1522,9144,265.0,8,9,05-27-2025,RMK-XXMUE9
43554,11884,10058,424.0,14,14,"Dec 06, 2024",RMK-BM5RNV
43555,6889,9556,398.0,65,13,"May 10, 2025",RMK-2N23IF
43556,4059,4364,274.0,34,0,2023-10-15,RMK-PBNF37
43557,10957,9182,361.0,79,11,2024-04-30,RMK-68O1FW
43558,229,3988,476.0,100,13,2024-08-02,RMK-RYY8WV
43559,2508,3344,149.0,13,2,2024-12-09,RMK-25TQ8P
43560,8267,4496,474.0,83,9,2024-05-27,RMK-BQFS6G
43561,7859,2875,148.0,6,2,2024-12-27,RMK-G4NPVS
43562,9817,7504,343.0,36,6,2024-09-08,RMK-UZVDOB
43563,6462,9260,367.0,50,18,12-08-2023,RMK-L42NYM
43564,6281,4902,462.0,31,2,25/12/2023,RMK-GDZ2B7
43565,10801,5074,72.0,17,1,"Jun 05, 2025",RMK-T4WVBX
43566,616,828,495.0,127,24,27/03/2025,RMK-MHE6M9
43567,6781,673,389.0,109,13,2023-12-22,RMK-GXSQXW
43568,10968,8766,35.0,1,1,"Apr 14, 2023",RMK-DHP1G3
43569,11981,5900,,,,"May 01, 2023",RMK-1F76Y4
43570,11579,4095,232.0,17,7,2025-06-13,RMK-YKFQ69
43571,11153,2879,236.0,13,5,2023-06-02,RMK-ZYNUYS
43572,10627,1006,489.0,102,5,2024-09-01,RMK-F5C2GX
43573,8605,7521,186.0,46,5,26/09/2024,RMK-5QBIGT
43574,2713,3706,240.0,43,0,2023-05-10,RMK-GX68AD
43575,5525,9994,109.0,24,0,06-02-2025,RMK-4PFA02
43576,2574,2621,362.0,35,9,05-10-2025,RMK-SQLP19
43577,4739,7680,327.0,65,16,03-04-2025,RMK-BFYWU3
43578,9394,4215,294.0,51,8,08/08/2023,RMK-LYU4CB
43579,7152,574,357.0,85,7,2025-01-11,RMK-Q8NU6O
43580,2651,5612,73.0,6,2,"Dec 30, 2024",RMK-OUAT1D
43581,2582,7933,194.0,30,5,04/03/2024,RMK-4NBHC8
43582,8315,8105,483.0,29,17,24/04/2025,RMK-ALUFUF
43583,5760,6661,246.0,24,6,2025-03-19,RMK-IVXLCX
43584,11351,7361,17.0,5,0,2024-12-18,RMK-KWVYWW
43585,8382,2406,374.0,8,6,05-07-2023,RMK-70CRE1
43586,11539,4062,295.0,54,11,"Jul 20, 2023",RMK-9UFV89
43587,6325,5737,200.0,10,7,05-05-2024,RMK-CU75L2
43588,9986,9041,312.0,52,9,20/03/2023,RMK-PR97L4
43589,7889,8428,275.0,45,9,"Mar 04, 2024",RMK-QZES12
43590,34,8298,278.0,19,7,2025-06-04,RMK-TZBPGQ
43591,6794,10,480.0,110,13,2023-06-20,RMK-FFQ7MO
43592,11241,2609,378.0,92,14,12-09-2023,RMK-IBDQB6
43593,8353,3527,252.0,33,12,"Feb 19, 2025",RMK-C601XK
43594,11130,6850,493.0,129,14,"Jul 21, 2023",RMK-IJFIQB
43595,2972,5663,155.0,18,1,26/07/2024,RMK-YX41DM
43596,4262,2771,301.0,29,12,2024-03-16,RMK-U9HMQS
43597,1485,9046,174.0,23,4,"Nov 24, 2024",RMK-TRHBMI
43598,9738,10123,207.0,62,6,"May 23, 2024",RMK-6EEQQ8
43599,6525,2243,140.0,7,3,2023-03-08,RMK-B6CFAJ
43600,7168,5458,339.0,75,10,04-17-2025,RMK-ORAVKV
43601,2820,399,442.0,99,10,"Jul 27, 2024",RMK-YQYE3L
43602,6253,4120,135.0,2,3,04-16-2023,RMK-9TEVXV
43603,12009,2411,458.0,67,4,20/02/2025,RMK-VQSOEG
43604,10263,2031,417.0,26,12,"Nov 09, 2023",RMK-46W6M2
43605,10083,8694,362.0,102,16,"Oct 08, 2024",RMK-KHPY1L
43606,10108,6797,69.0,17,2,04-14-2024,RMK-G3TTA1
43607,1258,2327,14.0,3,0,2024-11-12,RMK-N1JGES
43608,33,9900,381.0,28,11,"Mar 23, 2024",RMK-WSWN8P
43609,6218,4596,53.0,14,2,2023-09-15,RMK-QC9HR7
43610,7898,4120,9.0,2,0,"Nov 10, 2024",RMK-C2OFLU
43611,7214,8547,402.0,12,15,2025-01-11,RMK-QPNC6L
43612,10733,8003,9.0,1,0,2025-06-02,RMK-H3I5GI
43613,8335,4215,36.0,0,0,09-01-2024,RMK-P57SIV
43614,5508,9015,320.0,53,10,"Oct 31, 2023",RMK-V5B0PS
43615,918,3713,34.0,5,1,07-17-2024,RMK-6L4TNK
43616,8013,9317,246.0,37,3,2024-07-13,RMK-QPHINP
43617,7750,5512,,,,31/12/2024,RMK-XT2AHW
43618,7149,3454,231.0,30,9,2023-08-12,RMK-05FB0B
43619,6929,1081,367.0,40,9,"Apr 27, 2025",RMK-4083B5
43620,8974,1324,499.0,102,13,2023-09-14,RMK-60J5T6
43621,4376,5957,138.0,41,6,08/02/2025,RMK-5B5Z60
43622,986,8101,270.0,58,8,06/03/2023,RMK-OENAGL
43623,1170,8366,285.0,12,6,26/02/2023,RMK-LK1J2I
43624,3874,5771,62.0,14,0,08-09-2024,RMK-Z00Q51
43625,1642,5790,64.0,7,3,"Mar 22, 2024",RMK-BNIIIW
43626,172,8436,428.0,21,9,07-07-2023,RMK-5N4TWF
43627,6825,6025,457.0,37,22,2025-03-27,RMK-JNB6HN
43628,503,6380,342.0,43,6,"Oct 29, 2024",RMK-3JBPNB
43629,1059,1928,202.0,20,10,03-14-2025,RMK-3SBEOS
43630,2912,600,200.0,51,0,2025-03-16,RMK-XNMQ7C
43631,7390,1846,277.0,32,13,11/04/2024,RMK-ZR0KCO
43632,301,3697,317.0,36,6,"May 10, 2025",RMK-KNMSQM
43633,4284,8589,145.0,26,5,04-11-2025,RMK-6YQMGA
43634,5684,1981,79.0,13,0,2024-05-16,RMK-MGLZ77
43635,10797,2967,198.0,18,2,29/02/2024,RMK-CFSX16
43636,9379,5944,246.0,11,4,06/01/2025,RMK-WHPYUY
43637,3242,5797,380.0,31,19,"Apr 27, 2025",RMK-5OLGLI
43638,1931,868,420.0,97,18,2024-04-14,RMK-38M8JQ
43639,9831,9001,416.0,84,4,"Jun 28, 2024",RMK-P5P7EN
43640,786,4374,226.0,63,9,2025-05-28,RMK-1845U8
43641,3926,1092,19.0,5,0,11-14-2024,RMK-FUZ03O
43642,3572,2986,487.0,126,3,20/06/2024,RMK-V93XWB
43643,6864,3024,429.0,45,5,01/03/2024,RMK-E9SV2O
43644,599,1306,110.0,27,3,15/05/2024,RMK-XM8VLZ
43645,6442,186,345.0,99,12,"Mar 06, 2024",RMK-7LA3JN
43646,4512,4416,209.0,26,4,"Sep 19, 2024",RMK-T7NSAS
43647,7909,2081,42.0,0,2,06/04/2024,RMK-UJQ7D9
43648,3377,5421,278.0,13,7,2024-03-22,RMK-Q6PYCS
43649,8174,9882,30.0,8,0,21/03/2023,RMK-CLSESB
43650,4969,5557,347.0,54,0,"Aug 05, 2023",RMK-TDZ9CA
43651,8633,2022,61.0,14,1,06-12-2023,RMK-8SO3T4
43652,4196,8955,,,,09-27-2023,RMK-7OPTMT
43653,6344,743,462.0,99,20,26/12/2024,RMK-DE23VN
43654,1261,8974,87.0,9,4,24/09/2023,RMK-D8E3RP
43655,10185,2715,342.0,35,11,2024-05-12,RMK-96PSSN
43656,202,8555,462.0,21,4,2023-11-16,RMK-R8JOKC
43657,10405,3648,99.0,0,2,01-29-2024,RMK-6FH49H
43658,7975,7682,163.0,23,0,"Jul 13, 2024",RMK-PSROUL
43659,2727,4330,454.0,17,3,2025-04-18,RMK-TZ58WI
43660,10338,9446,66.0,8,1,"Jun 11, 2023",RMK-9GNC32
43661,207,1356,385.0,52,1,05-04-2023,RMK-DVNT1C
43662,7260,8059,62.0,2,0,"Jan 20, 2025",RMK-K6RDFB
43663,5524,9147,199.0,59,8,03-20-2023,RMK-AXA0ML
43664,455,3315,73.0,2,2,"Jun 05, 2024",RMK-4L0RXS
43665,670,9468,11.0,0,0,06/09/2023,RMK-ZDUOPV
43666,9790,51,419.0,77,3,"Jan 16, 2023",RMK-51IOWK
43667,12170,2906,420.0,70,21,02/04/2023,RMK-JIPNHV
43668,2230,4717,442.0,58,15,"Feb 25, 2024",RMK-KXBX3S
43669,2984,4948,368.0,74,13,"Sep 12, 2023",RMK-8SRB7U
43670,8965,2104,308.0,30,7,18/10/2024,RMK-WH6Y3R
43671,3238,7812,290.0,56,7,04-12-2024,RMK-QVU6O6
43672,10392,291,491.0,125,8,2023-01-19,RMK-BBBY6M
43673,2590,8399,131.0,20,1,22/07/2023,RMK-PNVFCA
43674,5774,3891,446.0,62,0,2023-08-19,RMK-3NY5X5
43675,2253,4884,410.0,24,12,"Feb 04, 2024",RMK-Z6YT6G
43676,5679,9673,123.0,7,5,2025-04-02,RMK-AYZRB6
43677,10108,892,477.0,45,13,"Oct 10, 2024",RMK-65399C
43678,10982,11,345.0,52,3,10/03/2024,RMK-CW6200
43679,9852,150,368.0,100,7,2025-03-27,RMK-494VIX
43680,7582,5914,395.0,108,5,04/03/2024,RMK-TRUDEF
43681,8766,9780,290.0,41,1,06-25-2023,RMK-Z3383T
43682,7700,1222,372.0,90,18,25/08/2023,RMK-TS6YUO
43683,10943,1770,102.0,20,4,01-13-2024,RMK-Y3YFTJ
43684,9285,9642,137.0,18,4,2025-05-02,RMK-K9MN0N
43685,2574,8040,364.0,94,15,2024-02-25,RMK-WBE0I7
43686,3791,5812,345.0,93,16,13/09/2023,RMK-PCXSF0
43687,1414,7912,363.0,69,10,2024-04-20,RMK-HUO9H4
43688,2425,4087,64.0,12,0,2024-09-11,RMK-ASCXYJ
43689,10966,1850,358.0,68,4,20/07/2023,RMK-5DG9RW
43690,6186,992,455.0,73,11,29/03/2023,RMK-XGOLOW
43691,1986,2998,,,,12-16-2024,RMK-LYZ14E
43692,3698,6808,85.0,9,2,05-07-2024,RMK-UAJUAR
43693,10892,9654,207.0,59,10,01/09/2024,RMK-QKF9PZ
43694,311,2387,470.0,2,22,05-02-2023,RMK-ZG2Q3B
43695,11240,27,324.0,26,2,"Sep 12, 2024",RMK-P2F6I3
43696,3000,6674,479.0,53,0,2024-07-29,RMK-XZWYUI
43697,3973,8441,36.0,6,1,2023-12-05,RMK-HGBHB3
43698,176,3572,45.0,2,0,2025-01-29,RMK-8KV1OW
43699,4320,1093,126.0,20,2,2024-03-09,RMK-LRWP0Y
43700,4079,6593,214.0,59,9,"Sep 11, 2024",RMK-KEVS32
43701,3830,4014,436.0,7,15,2024-10-10,RMK-OL7RZO
43702,8752,7539,208.0,40,1,05-10-2025,RMK-14ZGFA
43703,10274,7492,231.0,44,11,04/02/2024,RMK-FYBSEE
43704,878,2893,97.0,17,3,"Jan 25, 2023",RMK-P8URIR
43705,9592,7725,18.0,3,0,11-02-2024,RMK-QVMIAD
43706,11752,6462,345.0,98,10,2024-10-01,RMK-ZNXA0P
43707,7824,4130,113.0,29,0,09-18-2024,RMK-Q8U8ZJ
43708,10641,6206,390.0,62,10,"Jan 27, 2023",RMK-9F2NXX
43709,4,5924,287.0,80,6,29/06/2024,RMK-KS6PDF
43710,11039,5995,433.0,15,12,07/06/2024,RMK-PHV861
43711,9779,4808,227.0,24,2,17/06/2023,RMK-7ZYC42
43712,10537,280,83.0,11,3,2025-06-13,RMK-0DJSW0
43713,2651,4768,265.0,39,11,2025-05-15,RMK-CWKF2Z
43714,4260,3180,467.0,15,22,01-30-2023,RMK-R0CW8A
43715,7640,6617,164.0,42,5,"Apr 06, 2025",RMK-7O5UKE
43716,4731,7768,139.0,14,6,"Jan 09, 2025",RMK-87ME9X
43717,141,7793,77.0,6,1,23/01/2025,RMK-1Q5SNU
43718,4108,9213,269.0,66,6,06-16-2025,RMK-GQPDVJ
43719,8566,6375,495.0,22,0,05-12-2024,RMK-E3REXP
43720,5052,8365,447.0,62,20,30/05/2023,RMK-8OIK0L
43721,6790,9389,303.0,40,3,03-28-2024,RMK-68E0PE
43722,4522,9193,24.0,1,0,11-28-2023,RMK-MLUZ12
43723,7606,6852,479.0,2,22,2023-12-11,RMK-1AP7ZX
43724,5762,6346,454.0,117,20,25/09/2024,RMK-2ELRXE
43725,11043,7436,473.0,114,9,26/03/2025,RMK-M2AEAT
43726,6756,5226,-131.0,0,0,2023-08-22,RMK-WMAOWV
43727,11378,543,-173.0,0,0,"Feb 17, 2024",RMK-HWRBO2
43728,12177,3710,13.0,0,0,01-26-2024,RMK-380VGK
43729,653,1741,200.0,21,1,04/10/2024,RMK-O7H9PI
43730,3781,8827,256.0,76,11,2023-08-08,RMK-VLRQTM
43731,2529,5506,263.0,75,10,"Jan 12, 2025",RMK-73XIN4
43732,1458,7203,463.0,42,23,06/03/2024,RMK-0C0XSC
43733,2504,6954,294.0,70,8,2024-10-04,RMK-I2PQ7O
43734,12251,5920,163.0,40,4,05-13-2025,RMK-NC7WUB
43735,11461,2399,223.0,55,0,2024-04-05,RMK-YXOTPG
43736,5239,5925,38.0,7,1,12-04-2023,RMK-EFFSQP
43737,7408,7682,385.0,88,1,2024-01-21,RMK-66XW63
43738,8749,1757,488.0,115,13,2024-10-08,RMK-CAQ0VU
43739,3845,3485,251.0,35,12,2023-01-23,RMK-AN6702
43740,8406,1447,315.0,32,13,04-26-2025,RMK-MBQO72
43741,8725,7321,356.0,13,16,22/06/2023,RMK-5Y9S6Z
43742,563,9614,381.0,37,19,11-13-2023,RMK-XI5M46
43743,889,283,152.0,44,5,14/01/2025,RMK-AW2ID3
43744,9087,9133,16.0,2,0,"May 06, 2025",RMK-AJT8H2
43745,5229,6744,162.0,17,8,03-17-2024,RMK-48X3MC
43746,3787,5404,66.0,18,3,01-19-2025,RMK-9631RT
43747,11592,7747,201.0,0,4,09-13-2023,RMK-NTLGO7
43748,7887,6566,247.0,21,6,19/03/2024,RMK-VWTU3R
43749,7768,9952,389.0,6,19,25/06/2023,RMK-14OJLA
43750,8281,9162,0.0,0,0,2023-01-05,RMK-1J5OY6
43751,11879,8322,94.0,6,3,05-28-2025,RMK-DFYIBN
43752,3958,2,315.0,43,6,"Oct 27, 2023",RMK-KJGXTT
43753,11560,4859,80.0,14,3,21/01/2023,RMK-NFTU58
43754,5081,8862,133.0,27,1,"Jul 10, 2024",RMK-7YB2ZC
43755,3015,9956,217.0,53,9,02/09/2023,RMK-X2Z6GW
43756,3505,6685,210.0,39,5,21/12/2024,RMK-XKA4K4
43757,9909,6546,456.0,104,6,08-01-2024,RMK-W12PZY
43758,7841,805,157.0,19,3,2023-03-13,RMK-378F4Y
43759,6917,9065,300.0,41,3,"Nov 05, 2024",RMK-86FTM6
43760,12603,8224,22.0,2,0,2023-09-11,RMK-UXH35O
43761,4966,5440,201.0,43,3,22/06/2023,RMK-1A6QRO
43762,8701,9606,438.0,15,17,11-17-2023,RMK-1AFNXP
43763,3693,2071,173.0,27,0,"Feb 10, 2023",RMK-MHSZZ0
43764,5857,9270,207.0,39,4,2024-06-14,RMK-NO32W0
43765,2870,186,147.0,28,2,"Feb 23, 2024",RMK-U73AAU
43766,4418,6012,406.0,51,16,08-20-2024,RMK-HH0SN2
43767,3322,6222,56.0,12,2,"Nov 03, 2024",RMK-H0IBFM
43768,1931,3038,103.0,9,2,26/02/2023,RMK-IAANCB
43769,2630,4430,417.0,30,1,"Dec 27, 2024",RMK-WW2BDM
43770,4140,8544,155.0,26,7,2023-06-14,RMK-UZR1BY
43771,6085,4653,380.0,114,1,2024-12-30,RMK-UQAG1B
43772,11646,80,55.0,5,0,2024-10-19,RMK-8ZEDGP
43773,4415,8406,80.0,1,2,"Feb 26, 2023",RMK-Q8LYC0
43774,6554,9459,463.0,121,15,"Mar 01, 2024",RMK-OXYI9J
43775,9958,4262,336.0,27,6,16/05/2025,RMK-0TGCCY
43776,7442,7893,108.0,8,4,2025-03-03,RMK-FFSYCZ
43777,11914,220,7.0,0,0,2024-10-02,RMK-3P8RU4
43778,243,864,62.0,5,0,01-25-2023,RMK-9U2MIC
43779,11109,8544,288.0,3,1,2023-01-11,RMK-EQQO2J
43780,3496,2973,242.0,18,12,"Jan 03, 2024",RMK-43MNVP
43781,11259,8475,115.0,8,2,"Feb 25, 2024",RMK-QTX4SN
43782,9878,6233,410.0,64,15,04-08-2025,RMK-WC7VEG
43783,8956,10037,322.0,68,10,29/11/2023,RMK-A63Z36
43784,7203,9946,333.0,35,0,11-12-2024,RMK-2EVIW8
43785,9179,1755,195.0,37,2,"Apr 15, 2025",RMK-TF1PMP
43786,12018,5756,207.0,50,9,"Dec 12, 2023",RMK-V118A5
43787,2690,210,276.0,29,11,09-05-2024,RMK-IPS0DY
43788,6931,7956,130.0,33,6,03-03-2025,RMK-8G8XWT
43789,895,1126,439.0,7,6,12/03/2025,RMK-S6U88I
43790,6331,5503,3.0,0,0,22/02/2025,RMK-FBMG9B
43791,3482,5896,439.0,31,10,08/10/2024,RMK-JQRUKE
43792,6876,8703,39.0,6,0,23/05/2024,RMK-UH2W6W
43793,12315,5508,123.0,31,6,19/03/2025,RMK-PIKPNC
43794,9447,9538,296.0,68,0,"Apr 04, 2024",RMK-0IX0DC
43795,4722,5892,443.0,111,18,16/03/2024,RMK-NEMNU7
43796,2560,7920,364.0,76,6,24/02/2023,RMK-4GDIHC
43797,2105,5162,328.0,35,0,"Aug 05, 2024",RMK-SN56M2
43798,4531,6799,384.0,55,13,07-23-2023,RMK-IU7JP5
43799,5086,2239,342.0,49,3,03-31-2024,RMK-E31WIJ
43800,6245,8035,387.0,28,4,07-16-2023,RMK-I55RHQ
43801,1730,8692,304.0,41,2,23/03/2023,RMK-442RSU
43802,9533,1008,291.0,13,13,"Apr 20, 2024",RMK-MKHDCO
43803,4816,4350,58.0,11,1,"Jan 26, 2025",RMK-TILN71
43804,43,2411,125.0,9,2,"Oct 15, 2024",RMK-2TJ0E6
43805,3967,297,226.0,15,8,14/12/2024,RMK-I4L6SQ
